x,y,label,text
9.964968,9.689169,3," Well, I thought it was    to me, the holes played, the into the winds holes I did better on those I think because you can control your ball.  Just wh"
8.118071,10.263306,4,"No, today we made mistakes in fielding and dropped some catches. That's the difference between our Team and the England Team."
7.85215,15.413165,2," I'm not too concerned.  I don't really look around the stadium to see who's watching or how many people are there, I try to keep myself focused-- wha"
9.039606,14.264489,2,"  I'm in great shape.  I bounce back extremely well in between games.  I could play right now if we had to play right now, at a high level."
8.279864,10.9554205,5," Yeah. I mean, it helps a lot just to look to the side and see that you have people there who are with you, and you know it gives you some strength an"
9.259557,10.118168,1," That means playing on the baseline and finishing the point with the winner, with the volley or something.  So the points will be longer than they wer"
11.458221,12.716425,4,"No, it was never like that.  Every week I felt like I could win because my practice was so good."
10.533504,9.024957,4," Yes.  Birdie on 4, on 4 I hit a 3-wood off the tee and I hit a 6-iron in there about 12 feet just below the hole and made that for birdie."
9.161618,11.289057,2,"Well, I remember him hitting against me in Spring Training. And I would expect him to be looking for a fastball after the first at-bat."
8.569197,15.07269,7," Alicone (ph).  His birthday is today.  Yesterday he was joking, ""You're just waiting for a good round tomorrow, it's my birthday.""  So, I'm glad.  He"
7.9780564,12.030615,5,"Yeah, I think it gives negative mojo to your Team if you think of how many goals you're down by.  Instead we take it, like I said earlier, play-by-pla"
9.955926,10.390276,2,"It's something that I have done. It's something -- it has to be the right time situationally when you are talking about a player, whether it's your pl"
9.97486,10.804697,1," No.  I just work on everything the same for three years now with my new coach.  So the same every day, like a magician that works on his piano, so it"
6.929969,13.162364,2,I think just what I expect out of him.  I know he's a goal-scorer.  He scores lots of goals every year.  But there's a lot more to his game than that.
11.342796,12.6546755,4," Of course.  Yeah, to beat Becker in a Grand Slam that he won before, it is just great. Nothing compares to this, for sure."
7.4057317,14.126576,1," I don't think there will be an effect, because they have other players, as well.  So we can't just go in there saying, we have to play different, we'"
9.0980625,14.248613,5,"Yeah, it's just the game management, and you're expecting -- I'm not going to go all into it, but I have confidence, I had confidence in Kenley."
9.176332,12.1741905,4,"  Yeah, 100%.  I was not happy about that.  I was not happy.  But the bunkers are usually -- I like bunkers a lot so I just kind of went, No."
6.9699507,12.523272,5,"Yeah, you're going to see Teams doing some uncharacteristic things just because they know their season's on the line, they'll give everything they've "
7.5955877,10.851703,2, I think she is a great player and she really puts a lot in the game on the court and off the court.  I hope she is still around for quite a few more 
10.695232,9.628477,4," It was only two feet wide.  First point he served for it.  It is a huge point, and it just pissed me off.  I had just got into it from there on."
10.433398,10.023394,2," Well, it is best she has played for a while.  She has a tendency to do that against me. Bad luck."
9.803889,10.885508,7,"For sure. I had a pretty good familiarity with the National League West, not just as the manager of the Giants, but also coming to play in the Nationa"
10.030063,11.671038,2,"Yeah, we stopped the bleeding last night and then came out and played well again today. We want to just keep it rolling."
8.524985,11.068238,3," Yes, I did.  And they did some work on it.  They gave me some medication and so on and so on.  But not good enough."
8.567837,10.195628,1,"We knew Ohio State was going to come out aggressive in that second half, just like they normally do.  We wanted to continue to be aggressive from our "
9.610942,10.305754,2," The best way I can describe it is that this kind of golf suits my game.  Like for instance, at the U.S. Open, I fared okay, but I never had great fin"
7.9341125,14.136613,4,"We can be better, period.  I thought we were good in front of them.  A couple of bad breakdowns we didn't capitalize on.  I thought we were solid in t"
11.465942,11.341191,7," Twice.  I played Tuesday, I was in the Pro Am, but before I got to here, I played Friday and Saturday, that was it."
7.899172,13.813706,8,"So they've got to qualify now to make it.  Every now and then that's going to happen, but it seems to be happening more and more in the Ryder Cup."
9.746006,12.233966,7,  This golf course is beautiful.  I've never been in area so it's a really pleasant surprise.  It's just so cool seeing all the boats.  People are act
11.097077,12.886181,5,"No, we try not to worry about any of that.  We just try to go out there and do our jobs and play."
9.68124,12.182607,7,"I think we've come a long way, as we have really over the course of decades.  I think the league is in a bigger, better, stronger place.  That starts "
8.670926,14.714033,7,It could be. I'm not a big room service guy. I like to go out and eat. Houston has got some pretty good restaurants that I like.
9.984015,9.417019,2," I think it is hardcourt.  I mean, even though he won his first Slam on the clay, I think hardcourt has had his best results."
8.696172,14.81712,7,I can share that I've been a fan of both players for a long time. I can share that in Philadelphia we thought about Kevin quite a bit. And we were fan
8.152188,15.015929,6,"  I mean, I'm doing everything what I can do.  It does feel better than when it happened.  But you know, we'll see.  I mean, I don't have no timetable"
6.4274273,12.994971,8,"  No, I've always been a guy who kind of let his game do the talking.  But when guys get to talking, I can do that, as well.  I've always tried to let"
10.733236,10.512004,8," We asked for a wildcard, three, four weeks ago, maybe.  I decided to play New Haven and Schenectady and here and asked for wildcards in all three."
10.610637,9.055693,4," You got off to a very fast start, two birdies in the first two holes, would you like to talk about that?"
8.59792,13.743554,4," I kind of enjoyed it.  I didn't enjoy the fourth set.  Did not enjoy that at all.  I enjoyed the match.  I enjoyed the first three sets, but I'd like"
7.986983,11.747504,7,"We have it on the outside of the case packs for our own uses that we know. That's part of the recommendation, is to better develop a tracking mechanis"
7.4963856,13.669659,4," Yeah, I think we start to play very nervous.  We didn't play so good today, but I think we have a great job in this tournament and I hope next year w"
10.047776,11.784031,5,"I echo everything. If we look too far ahead, we get lost. Even taking it one point at a time, we're not looking too far ahead or in the past, we're ju"
6.433416,13.140477,4,"Absolutely. That's what you call a perfect pitch right there, a pitcher's pitch. And I was able to lay it off. I thought it was a little off. I haven'"
6.565782,11.667321,2,"  Yeah, probably.  They have a deeper bench, there's no question and I think that gives them more of an advantage over the other National League clubs"
7.0493507,14.380561,8," I am not in her position.  I am in the other position.  I would probably continue, so, I don't know."
6.0170345,12.559882,2,"  Yeah.  I mean, that's who I am.  I know it doesn't seem like that all the time, but that's how I want to be on the court for this Team, be aggressiv"
8.094281,13.136494,2,"We talked about it right after that. These guys all season long, offense comes and goes, you have slumps, but when they're clicking on all cylinders, "
6.4860373,14.341397,5,I don't know the Team sentiment. We haven't really discussed it all that much. We're worried about winning a baseball game.
10.693778,10.409038,4,"Yeah, I think both Teams were pretty consistent throughout the match. Like hue said, Florida is a good Team, and not just people be consistent, but ju"
6.5100927,11.897198,7,Yes. He's been to many of the events that I've done in Puerto Rico. He helped support my academy in Puerto Rico. He's a very good friend.
7.344569,14.781589,1,"  A couple times.  She forced me into 3-wood a couple of times and it was a good move.  I wanted to hit driver and she's like, ""You can't do that."""
9.371362,10.89342,4,"Yeah, we were actually down 3 games to 1. We won the game in Chicago and then went to Cleveland and won the next two."
6.114961,13.052411,3,He's good. He's been swinging. I don't think he's hit live yet. He's hit off the tee. He says he feels good. Everything is healthy.
6.4076667,14.338254,7," I don't even know, maybe at the Bob Hope, and that's it.  Of course they have  thin air, as well.  At sea level I don't know."
10.2865305,10.656699,4," Most of the time you know it right away.  It is dramatic.  You win, you feel like you are on the top of the world and you lose and you feel like I am"
9.274785,13.707159,5,"He basically summed up everything.  It's just been an amazing three years for me.  Denver took me in as one of their own, and I can't thank them enoug"
8.55245,13.058889,2,"Those are pretty nice numbers for a middle, .484, 19 kills, eight blocks. And then got three aces, got some service. That's a pretty nice night."
6.311882,14.289455,2,Probably more.  It's his first Playoff.  He's a young guy.  We didn't know what to expect.  He's grown his game.
10.530811,13.4567,8,"Well, the three-batter minimum for me is a little cloudy, so I'm waiting to get some more clarification on it."
10.384826,11.520896,4," I wanted to come    I knew that the back nine would be hard to play, or harder, so I really wanted to make a good start, and I got it with the birdie"
7.2315464,14.657912,2,That's yet to be determined. I don't know if he played much baseball. We're going to find out just how much.
9.405677,9.8628645,3," I had no idea.  I mean, until he said-- until he went up to the umpire's chair I had no idea he was injured."
9.729873,10.9664755,5,"We are from a cricket crazy nation, so, yeah, people are expecting from us to win, and we are going also for the win actually."
8.110923,12.809409,6,"Just trying to get better. We've been fortunate to get to the Round of 8 the last couple years. That's kind of been our stopping point. For us, we're "
9.153658,10.200691,5,"It's tough having to think about different games, especially in the Playoffs.  I think we've done a good job as a group just taking games, putting the"
9.794891,11.697348,7,We're really excited to be here in Pittsburgh. We've enjoyed our time here. Been here since Monday. It's been really cool to be able to take a look at
6.644112,13.150195,2,"Yeah, I don't know if I came into his first year here shooting for 150. I think days off are important for players, period, of his age specifically, a"
6.2351575,14.06429,2," I don't know, he played okay, so good. I didn't have a lot of chances.  I was always behind.  I don't know, I think he played much better than me fir"
8.686726,10.641506,4,"A little bit, yeah. I think there's two different situations; one was with two outs, one was with one out. The one today I was trying to get the ball "
8.366223,14.859047,5,"  I'm blessed.  I'm blessed to be there.  I'm grateful.  But at the end of the day that's good and all, but I'm here trying to compete for something b"
8.708513,10.487563,5,"I think they're excited. I think part of the excitement is, when you hear how things are going to be adjusted or different, but the main part of my jo"
10.237302,12.42755,1,I think all of his meetings are pretty similar.  It always ends with  Do the obvious things right.
9.6508665,9.415125,2,"Yeah, the innings started well and Javeria played well, and we had some more partnerships. I'm trying the best, and I tried to hit the ball and get th"
8.551976,9.776185,2,"Sevi is another guy that really improved his defense over the course of the year. Always a catch first, throw, bat second guy, and swung the bat well "
9.388038,11.123976,2," Well, if she -- it is hard to tell.  I mean, if she keeps playing as well as she does, maybe.  But you never know."
10.328824,11.506691,1,"For sure. Oh, yeah. Let me give you an example. I bring in Thomas Hardy to pitch the seventh inning."
9.318485,13.351696,7,"I've got some friends up here and my parents are driving up tonight.  My brother lives in D.C., so not too far away."
9.486095,10.563998,8,Absolutely not. Absolutely not. This is just a little thing that turned into a big thing that turned into a giant thing.
8.008736,14.442289,5,"  ""Don't lose.""  He was pretty simple about stuff like that.  The ball is in my hand and I have control of my own destiny tomorrow."
5.9293356,13.4036,4," I don't really know, you know, what was going through his head.  He played a good game to break me.  And then, you know, just didn't convert there.  "
9.730428,11.60387,6,"  We took some time off yesterday just to kind of get away from it a little bit, and we reconvened today, met, watched film, went over some stuff, pra"
10.371758,10.784991,7," Yeah, I kind of felt like you know, the crowd was for me and you know, it is a good feeling to have and to know that the crowd is there with you and "
6.523387,13.194778,2,"I agree, I think it's a great recognition for her and for her Teammates. Obviously you don't get to be a First Team All-American unless you've got som"
9.728995,13.909183,7,  Not very big.  We had three people living in one and two people in two other rooms.  I had a single which was about as big as this box I'm standing 
7.6314383,11.295417,5,"I think he does a good job of keeping himself in the mix.  He's that type of guy that, yeah, he's around now, comes out to the skates, hangs out with "
9.207274,10.904583,2, We have Karrie Webb here.  She comes into this tournament having won last week at Evian and in very good form considering she's won twice this year.
10.242236,11.121897,7,Absolutely.  It's exceeded our expectations.  When you get down here in this weather and the hospitality of Hillsborough County and Tampa people and t
8.988384,12.596568,1,Can we talk about that after a few cocktails? (Chuckles.) There was a lot of conversation about that three-batters. We've got a lot of managers still 
8.715191,11.197211,7," Ask her what she means.  I mean, hanging out for me is just being home and play tennis one day and golf the same day, maybe just take care of my fami"
10.102475,10.849628,5,I think the future is bright for this organization. I know Jeff is not only planning to be good for two or three years; he is planning for the Team to
8.031301,15.188182,5,"That's what you live for. For me, I need to get in my pregame routine right now, and that's where I'm at mentally, here we go."
9.283063,11.263102,7," I was sleeping also.  And taking a lot of showers, because you sweating just walking on the street.  I sweat.  Taking showers; then eat spaghetti and"
7.868631,11.965467,5,I just think it's going to be easier this year because I know the players so much and I know -- I'm familiar with a lot of guys.
6.299643,14.734304,2," I don't think so, no.  I wasn't very happy with my game today, so I don't know.  I didn't do anything better --"
11.422612,12.292682,7," Just have to read Brad Gilbert's book then you know everything.  You need to read his book, then you know everything."
11.666058,12.224298,7,"Congratulations, Marcus; Yordan, thank you for coming; Yasmani Grandal, Xander, Kirby, thank you for being here. Another round of applause for the All"
10.3028,10.481861,6,I think we're going to come out tomorrow and try to apply pressure. When we play our best baseball we apply pressure.
6.451375,14.765457,7,"Yeah, but to what extent, we didn't know to what extent. But, yeah, we were trying to take some precautions, yes."
8.067872,15.498856,3,  I'm not going to get into all of those because I don't know all of them.  I'll just be in there at the end.  But that's the training staff and our d
10.28517,10.8259325,4,"Yeah. Actually, we think the first one is edge, but unfortunately, we lost the review, and the second one is out, I think, but we lost the review."
6.727305,15.037826,1,  I don't know that Will is going to be able to help us do anything when we're sitting eighth.  That's just the way it goes.
9.662615,10.695308,2,Am I a fan? I love it when my pitchers get three hitters out in a row. I think that's the greatest thing in the world. How do you like that answer?
7.1281033,11.380568,4,"National championship over everything.  This is an amazing experience.  We really came out today, and I feel like we played all four quarters, and tha"
9.969985,9.416861,4,"If you were to use this week's current rankings, pre British Open, and apply the new 35 divisor, I believe Michelle would now be ranked seventh."
6.885311,15.001634,2,"I think everybody needs a little bit of confidence. You can't go out there not having any. If it's your day, it's your day. You have to cash in."
6.688291,11.385,2,He's extremely smart. He can move the ball around. He changes speeds from 90-plus to 70 and below. That's not easy to do. That's not easy to face.
10.491712,9.946131,2,"It's just a great group of guys and they played so well, and they were just flying all over, and that was a very good offense.  It was just a treat to"
8.597821,10.24697,5,I think it helps our players knowing that they got a chance to play here for a couple of days. They know the environment. They know the field. And I t
7.587818,15.295061,7,"That's an inside joke. Tommy and I have spoken a lot, as much as anybody I've spoken with has been Tommy. Well, I will get to everybody."
8.6059065,14.06184,4,"  I don't think ever in a major  -- to be in contention, I don't think we've ever been in the final group on the last day."
6.8028436,15.260385,8, You don't deserve to take my money.  I deserve to take your money because I help you do your job.
11.57854,12.012274,7,"Jenna Gray, setter, Stanford volleyball. Not a question. But just wanted to apologize for all of the times I made fun of you over the years and just s"
9.971205,11.352426,7," It is great.  It is a great city for sure.  You can see some real life and you know, since we only playing small places, being in New York for two we"
8.622249,13.602729,2," When I first hit it, I had no idea whether it was going to go out, but once it goes out, it's a pretty special feeling.  I've never hit a walk-off ho"
7.9654503,15.547887,7," That's true.  I'm always afraid I'm going to get shot because somebody thinks I'm Brad.  I need a sign on my back that says I'm Bart, don't shoot me."
11.707087,11.976441,5,It's the first time we've ever achieved that in our 27-year history.  Obviously we're excluding the time when we were the sole manufacturer.
7.934367,15.435276,5,"I'm just looking forward to work with these kids again. That's my mindset. I'm very lucky to have the Team that I have. What's the oldest guy, Anthony"
5.8946857,14.234374,5,"Yeah.  It's like -- I mean, the goal is to get back and win it, though.  We're not satisfied with getting here.  But definitely just to get back here,"
8.978463,10.42416,5,  No one on this Team cares about Individual awards.  Not something that anyone needs to be concerned about.  That's the ultimate goal.  That's what w
11.664484,12.033916,5,"Griff Thompson, Will Hudson and Patrick Burkinshaw are like three of my best friends on the Team.  It's a community, and it's just amazing to get to h"
10.555159,12.495216,7,"Thanks very much, Ted. If you would like to ask a question, raise your hand and wait for a microphone. We encourage you to ask questions during this a"
9.160623,14.680625,5,"I hope so. I hope so. I'm AOK with being the underdog. Kind of been there for most of my career. I've fine with that, doesn't bother me a bit. "
6.1949377,12.4950485,2,"Well, that line, when they're all together, they have great chemistry for sure.  That line will be more effective, I would assume, with Barbashev back"
8.89133,12.011722,5,"Through text chains, different things like that.  We obviously see him when we're at home.  Chris Wagner has been on the road with us, he's been able "
8.476846,11.718561,1,"Yeah, I think especially early on, being in their building, it's something that we can certainly do.  It's going to be effective.  It worked for us he"
8.457027,10.039328,4,"  We approach every game with that mindset.  We want to be the Team that gets the first loose ball, makes the first physicality play, makes the first "
10.985202,10.709505,1,"  We have Batista listed on the bullpen card today, but it is strictly in an emergency situation that he would be used out there."
6.9745965,14.830454,7,  After I came into the room and I saw today I didn't know if it was me seeing him or him lying down on that bench there.
10.286657,11.697095,7,"I found out from Alex Bregman, by the way, which is part of the story. I forget to answer the first part of your question. Go ahead."
8.696511,14.749592,4,I'm not too sure what really happened.  It just happened so fast.  But the officials did a tremendous job in our game.  So I trust the decision made b
9.800703,9.350491,4, It broke left to right and at the end it came back and it was coming back right to left at the end and it ended up going in right in the middle.
9.316744,10.893525,7,"At what point does she stop becoming the transfer from Michigan? That was three years ago. She's Tiffany Clark, Wisconsin Badger."
8.308115,14.305959,4, It is the same.  It is fast.  Just fast.  You can't say it is two miles slower or something.  It is just fast.
10.5290575,9.224354,4,"On the 10th tee I put it in the rough but made a bogey there, but on the next hole I made a birdie, and I think that was the key hole maybe."
8.368857,14.102791,2,"I thought I did fine. I don't know, I'm just playing to win. I guess that's the key to my performance."
6.742962,13.694502,8,"""Don't you think you had a moral obligation to the British fans to let them see the greatest player in the world?""  No, this is not an exhibition.  Th"
6.076362,12.462513,2,"Yeah, I don't know if they're really slowing him down.  I think he's getting looks.  He's just not scoring.  Rask is playing well, that's for sure, ma"
8.066535,10.516071,5,"We trust our players here. You hear a lot of people like me sit up here and say that, We trust our players, and give them the opportunity."
8.873284,9.755123,1,"Yeah, the coaches always emphasise on bowling on the right place and right spot and right length and line and length."
5.933795,12.715914,5,"That's a tough call. I haven't even looked at schedule yet, but I know we play good baseball, and we got to stay healthy, but I think we're better tha"
10.063757,10.391062,7,"Something we did as an organization is we sent a group of professionals to Puerto Rico to work with him in different areas, training areas, and he was"
7.267551,14.299893,5,"No, I'm a genuine guy, and it's really easy in this game, especially players. They see through the people that are fake or BS. I don't think that will"
10.25438,11.288556,2,"Today was a much better day, yeah.  Eight birdies and felt great out there.  Nice to post a 65 up there and try and catch some of the leaders."
10.634893,12.558091,1," I prefer to leave it a secret because I'd like it to be working for me for more and more weeks and months and years, so I am not going to tell you th"
5.856713,12.91464,4,They didn't win 106 games for nothing. They'll really good. They've got a well-balanced lineup. Their pitching is good. Their bullpen gets out. We kne
8.294156,13.538702,2,"We're very pleased with the way he played. Obviously, the errors aren't part of the equation, but when you start looking at metrics and what he does r"
11.141231,11.580095,5,"We're happy to be back at the Final Four. Excited for our match on Thursday. Been a great year for us, and wonderful to be playing some of the best vo"
10.40705,10.327161,3,"No, no. We have not. And I think it's probably something he would be open to. We have started talking about a little bit, but right now we have a focu"
8.104292,14.410048,2, I- wasn't- worried about the other guys in the draw.  Just concerned about my matches and what I was going to do to prepare and stay focused.  Last t
11.102391,11.930518,7,"It's about seven, eight hours.  I'd skip school on Friday and go down.  I missed my fair days of school."
6.5203414,11.881434,2," Well, sure she's a great player.  She has been at the top before, and, you know, she knows how to win and, you know, there is no question.  I think s"
10.068103,9.801621,1,It's just tactically just to break the momentum because she was getting bat on ball and just to slow the game down for us as well.
9.581913,9.817123,7," Yeah, first time.  Sometimes they defaulted at the beginning of the tournament, but not beginning so close to the quarterfinals or semifinals.  It is"
7.593846,11.967817,7,"  Yeah, it's actually a good influx of really good people.  It will just help on the engineering side of things.  Obviously you've got a bigger crew t"
11.053932,12.845134,7,"  I happy to be in that position.  I am not thinking about if I am surprised or not.  I am very, very happy."
10.583337,13.219516,7,"  Interestingly enough, it's never like this day of decision.  I just kind of start working out and I see how I feel.  I wish I could give you more, a"
7.1761904,11.742803,2," Yeah, I mean, I worked also a lot my physical, so I know I have now maybe one of the best also."
8.095822,10.3913965,2,"No, that's where the ball went. As soon as I try to premeditate, I usually lose my wicket. So I have a saying, see ball hit ball, and that's something"
6.2333646,12.501502,2,"Yeah, of course it's a worry. I think any Team worries when their senior players aren't performing. Obviously there are things that we can go back and"
10.517871,10.015793,1,"That is extremely important for us in offense.  To be as successful as we need to be, we need to have both parts of our game going, and, you know, Jan"
8.040428,14.971024,1,"I'm not sure what the answer to that question is. The most direct and easiest way to answer is probably to win more baseball games, and how many more?"
10.236687,12.278959,7," Well, what can you do when you have a rain like that?  There is not much you can do and when you want to stick to the schedule, it is what you try to"
11.390507,12.620858,7,I put that out of my mind a long time ago.  I could have sat in my den a lot of times and gotten mad at Trey for that ridiculous drop on Sunday.
10.436499,11.536739,4,Do you want to go through the birdies first and then he can make some comments?  You started on 10 and you birdied 11.
7.054447,13.985025,6,"Doesn't look like there is one right now, but I hope there's one tomorrow. We're waiting until the last game to have it on our side."
7.757752,14.486195,7,"  I did.  Probably had a small piece last night, too.  I have had a couple of pieces since we cut it.  Don't tell my (indiscernible)."
7.0916915,13.360805,1,  It's been good.  We got to enjoy some experiences that we don't see happen very often; so enjoy them when they do happen.  But also prepare yourself
7.616691,14.199429,2," The forehand, the backhand, I already had it.  I have a forehand and two hand backhand.  Two hand backhand and it is difficult to say, like this (Ind"
6.3501673,12.622271,7," Well, I mean, I want to thank Laura, that's quite a compliment.  I mean, it's tough for me to think in    that's such a big compliment."
5.9326124,13.950885,2," It was a little difficult to get into the court.  But it didn't take a lot of time to do that, the problem was with my game, it was the problem where"
5.929867,13.776021,3," I just came in with a bad knee and it just started getting worse.  It was a bit painful to push off.  I had no strength to push off, so I didn't see "
7.013867,15.110354,7," Not anymore, as long as you have the right documentation it's not too bad.  But I didn't want to put her through that.  She's not quite a year old ye"
7.099672,12.558862,6,"""Them"" being Stanford? Well, they're good. They were good then, and they're good now. We know we've got our work cut out for us. Very talented Team. W"
8.766491,11.88307,8,"Yeah, look, nothing has been decided yet, so it's tough to talk about when there is an investigation going on."
6.960477,11.325841,2,"  I mean, obviously, all the experiences that he's had.  He's not going to get surprised by anything.  He's been in every competitive situation that t"
7.8968267,12.857889,4," Not yet, but maybe I will in a couple of years.  Today she had a good chance, because I wasn't playing very well.  She had a good chance to even win "
8.487736,14.765206,7,"I feel like I'd say what my mom always says about us when I ask who the favorite child is, and she was like, I don't have favorites, but I do like a c"
8.985896,15.067746,7,"  Karting?  I was going to race a club race next weekend but then I realized I'm testing a couple days after, so probably shouldn't risk it.  Yeah, I "
8.312103,10.761382,2," Yeah, I would like to reach the top.  I would like to be the best.  I try to keep improving and to keep changing things if I have to, just to get bet"
11.369017,11.395514,3,I think I am going to take about a month rest and let my knee heal and get ready for the tournaments in Europe.
8.216675,11.381092,2,Ask him if he can speak as loud as when he hit the ball on the train so they can hear him back there. (Chuckles.)
9.11578,12.420588,1," Hopefully there's somewhere I can do some sort of fix-up job, if I can get it somewhere near 55 degrees.  It's about the loft of my 5-iron at the mom"
11.490004,11.534241,2,"I finished tied for second, played well.  I was tied on the last day and I finished second, finished tied for second."
9.89096,13.770161,7," I just want it to be on the record so anybody upstairs and the writers that aren't here right now, talk a little bit about the match then being in th"
8.263877,15.423394,6,"  Well, if I'm playing with Karrie, I look forward to it.  She's obviously one of the greatest players on our tour ever, so I'm going to expect some g"
9.728089,10.021765,1,"Just different adjustments. Different adjustments to make, different pitches. And to be able to focus on any pitches in the zone, those were the basic"
9.68564,12.078831,4," Oh, it's probably been -- I think maybe one of the holes in Reno, Nevada, I think I did it once there, and then a par from there at the Bob Hope earl"
11.122102,11.252996,5,"It was a good feeling, especially after last year. Overall we're just glad that the Team did well and that we were very consistent."
7.4697814,15.154872,4," Six probably.  6 over through the first ten holes, at least four or five shots.  When that stuff happens, you've just got to"
8.385246,11.608194,5,"Maybe even a little bit before. No, we all know who's going to potentially be available, so it was dialogue, conversations started up shortly thereaft"
10.670582,11.486426,7,"How good we're going to be, our young core of players, what we've got going. That's the best sell I can do. I think it's a good one."
6.492439,14.2545185,4,"Yeah, so I didn't even know the 1 car had an engine issue. That's a bummer for sure. Our engine shop does a great job. Yeah, that's a bummer."
6.546783,14.801058,2,"didn't fire me up a whole lot. I look out every day I loved practice, even as a player, I"
6.985836,14.922608,2," A little bit, but not very much.  I didn't change anything really; just very small things, you know, they were easy to change, to adjust."
10.48184,8.939688,1,About four years ago.  I started using it midsummer and I've used the same putter ever since.  I've only changed the grip on it once.  I just was havi
7.07206,12.30293,4,"We played a match without Madison Duello. She's kind of an important part of what we're doing. And it's really interesting of going back, like they sa"
6.807358,14.220331,2," I don't think so.  Not at all.  I know she is a good player, but all the other things have nothing to do you know, with the way I am going to play he"
7.361694,12.926842,2,"That's a great question. This year since Spring Training, him, Robles, and I have really come a long way, very long way. Spring Training was fun and i"
10.099034,12.397297,7," Well, when you ask me that, I feel maybe a little bit bad for her now, but I feel more happy for myself, so it just overwhelms that."
9.608338,10.587255,6," Just looking forward to playing this game, because every  -- we've always dreamed of playing in this game, and we're doing everything we can to win t"
7.7718487,14.878519,5,I see where you're going.  That's not our motivation.  We're trying to compete for a title.  Golden State doesn't have anything to do with us.
8.342063,10.186389,1,That's a part of the coaching staff and what was evaluated of the situation and the nature of this tournament. So we wanted to bring her into the midd
6.3367248,14.152659,4,I think I got -- I kind of just saved it when my ball striking wasn't there; when my putting wasn't there I saved it by the second putts.
6.745971,11.521336,6,"Yeah, Murshida is very young in the Team, and she has the potential to play well in the match. She's in good form nowadays, and I think she's going to"
6.501635,12.783905,6,I don't know what the Nats fans are going to be like. I know they're going to be loud. I know it's going to be exciting here. They waited for a long t
11.1373005,11.112228,6,We're very happy to be here and excited to be competing in this phase of the tournament and looking forward to our match tomorrow. Thanks.
10.719172,13.117411,1,"  Yeah, it was more just the read.  I had every intention to go with a rotation that we have been and possibly could go with that in Game 6."
7.469566,15.351053,7,"That's a really good question that I don't know exactly how to answer yet, specifically, because these are the types of things that I personally haven"
10.357558,11.389032,1,"You know, we'll have these conversations all day. It's an exciting time. Our pitching will be mapped out a little bit, but honestly, we're just going "
10.371535,9.41308,5,"  No.  I mean, our backs are against the wall.  It's not like it's never been done before.  We still got hope, we are still going to grind to the end,"
8.7448225,9.797789,2,"If I had to pick one weakness from AnÃ»?bal, it's hold the runners on. And we knew that. We tried different things. But he gets so focused on getting "
5.8944106,13.482689,4,"  Yeah, unfortunately I didn't hit that great of a shot on 11.  I feel like I executed my game plan, but we didn't carry it far enough for it to take "
6.446795,14.885006,4," I don't know why was that.  I have six chances to come in, I didn't come once, so that is the way."
11.0467615,12.063937,8," I could got a bad call, Bud.  Just long time out there to get a bad call on a big point."
8.668234,13.410664,7,"  It means the world to me obviously that they're here.  This is the closest golf tournament that we have, and commish just added it to our schedule w"
9.267611,10.2956,7,Just makes you feel good.  It makes you want to play harder and play better because it is also a good feeling that the crowd is enjoying the match and
11.371869,12.792642,4," I think it's just another loss.  I mean, we won six Grand Slams in a row.  How lucky do you want to be?"
10.63657,11.487915,2,"He's good. He threw, he felt good. We'll see what transpires between now and tonight. But he says he feels good. So, yeah, as of right now he'll defin"
8.294228,15.438854,2,"I haven't yet spoken to Max today, waiting for him to get here. So hopefully he's a little bit better. We'll see and I'll talk to him and have more in"
7.5262947,11.788824,4,"Yeah, I think tonight they were really clean, yeah, I'd agree. And I thought we had some chances certainly in the second to maybe pull out a set here,"
9.410555,9.96674,4,"I think we had a good season, the seniors stepped up and this was their last game and they played hard and I still think we had a good season even tho"
10.35579,13.558776,7,"No, I appreciate you saying that. But I'm not saying this trying to brag or trying to have any sense of overconfidence or anything like that."
6.31965,14.226071,7," I don't know, I signed the ball for a kid, so he might have had it because it was the same number.  Could have been that ball, I don't know."
10.41691,9.291263,4,"  Honestly, today's round was a little bit boring.  I had 16 pars going into my last two holes, and pars are good, but they can be frustrating if you "
9.657917,10.916798,2,"It's been huge. And like I said, everybody talks about our big three, but AnÃ»?bal has pitched unbelievable since he came off the aisle all year long."
10.574581,12.237535,2,Status is still the same.  He went through the film session and that was the bulk of what we did.  Status is the same with Goran.
10.897508,11.800756,7,"I think everything has been pushed into the pile already. All these cars are pretty much prepared throughout the next three weeks, with the travel to "
6.4416847,14.984602,2," Well, I didn't play my best, but I think a lot of that is due to what he was doing."
8.873902,13.862309,5,"To be honest with you, I don't think many guys really think about the series in its entirety. I think more guys just try to have -- plan on going in a"
6.0104947,14.061854,4,"No, we didn't have those conversations. Yeah, it was really just about getting the score today and winning the matches."
9.04745,14.356949,1,"Not much. We were just looking to keep it simple, and yeah, we were just being in the present and enjoying the moment. That's it. We were just keeping"
11.599437,11.821305,2," I said this last week at Evian I wanted to do Top 10, Top 15, which last week I totally failed.  So this week"
8.790073,15.144875,7,"I'm going to have a press conference tomorrow at noon, and I'll address all those things then. I think I want to just confine this to Stras and the Wa"
8.278316,13.954018,1,I don't get caught up in that.  I go out ask there and get myself prepared to play a big game and worry about winning.
8.389168,10.466877,2," No.  It is just that you know, the first match I played very good and today, I think I played much better and I feel like match by match I am getting"
